starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 30 20:37:31 2023	1682901451	1	16084	16085	174
Sun Apr 30 20:39:08 2023	1682901548	2	16084	16086	273
Sun Apr 30 20:38:03 2023	1682901483	0	16087	16087	138
Sun Apr 30 20:37:31 2023	1682901451	4	16083	16087	88
Sun Apr 30 20:38:04 2023	1682901484	3	16085	16088	143
Sun Apr 30 20:38:02 2023	1682901482	1	16090	16091	114
Sun Apr 30 20:37:30 2023	1682901450	4	16089	16093	170
Sun Apr 30 20:37:45 2023	1682901465	1	16093	16094	139
Sun Apr 30 20:38:03 2023	1682901483	1	16094	16095	159
Sun Apr 30 20:39:38 2023	1682901578	4	16091	16095	106
Sun Apr 30 20:39:28 2023	1682901568	1	16094	16095	97
Sun Apr 30 20:39:03 2023	1682901543	4	16093	16097	123
Sun Apr 30 20:38:53 2023	1682901533	5	16093	16098	187
Sun Apr 30 20:39:23 2023	1682901563	0	16098	16098	123
Sun Apr 30 20:39:09 2023	1682901549	1	16098	16099	126
Sun Apr 30 20:38:51 2023	1682901531	3	16097	16100	156
Sun Apr 30 20:39:08 2023	1682901548	13	16088	16101	98
Sun Apr 30 20:38:03 2023	1682901483	2	16100	16102	145
Sun Apr 30 20:38:31 2023	1682901511	1	16101	16102	104
Sun Apr 30 20:37:31 2023	1682901451	0	16103	16103	312
Sun Apr 30 20:38:03 2023	1682901483	5	16098	16103	146
Sun Apr 30 20:38:53 2023	1682901533	2	16102	16104	198
Sun Apr 30 20:39:10 2023	1682901550	5	16101	16106	168
Sun Apr 30 20:39:25 2023	1682901565	4	16102	16106	140
Sun Apr 30 20:38:21 2023	1682901501	1	16106	16107	174
Sun Apr 30 20:38:51 2023	1682901531	8	16102	16110	158
Sun Apr 30 20:37:30 2023	1682901450	5	16106	16111	110
Sun Apr 30 20:38:03 2023	1682901483	2	16111	16113	162
Sun Apr 30 20:39:26 2023	1682901566	3	16111	16114	206
Sun Apr 30 20:37:30 2023	1682901450	8	16106	16114	155
Sun Apr 30 20:37:30 2023	1682901450	2	16115	16117	273
Sun Apr 30 20:38:53 2023	1682901533	4	16113	16117	156
Sun Apr 30 20:38:04 2023	1682901484	3	16115	16118	275
Sun Apr 30 20:39:08 2023	1682901548	13	16108	16121	142
Sun Apr 30 20:39:08 2023	1682901548	3	16123	16126	251
Sun Apr 30 20:37:31 2023	1682901451	11	16115	16127	112
